X,Y,d2build_km,d2badger_km,edge_length_km,BUILDING,BADGER,EDGE,SOIL,LANDUSE
470.4009048,352.8390519,0.34763717,0.570605313,0.027562574,0.137550318,-0.345486994,0.314115137,0,Arable
470.4509048,352.8390519,0.384328302,0.58709549,0.037271116,0.288091353,-0.28916818,0.718267441,0,Arable
470.5009048,352.8390519,0.42375097,0.607265843,0.051650964,0.449839686,-0.220280477,1.316879392,0,Arable
470.5509048,352.8390519,0.465211271,0.630763423,0.021672573,0.619948272,-0.140029318,0.068923153,0,Arable
470.6009048,352.8390519,0.508210751,0.657231456,0.014483315,0.796372002,-0.049633185,-0.230355099,0,Arable
470.6509048,352.8390519,0.552390088,0.686326363,0,0.977636596,0.0497345,-0.833274126,0,Arable
470.7009048,352.8390519,0.597487616,0.717728756,0,1.16266846,0.156982927,-0.833274126,0,Arable
470.7509048,352.8390519,0.617449272,0.751149292,0,1.244569679,0.271123906,-0.833274126,0,Arable
470.8009048,352.8390519,0.6203454,0.786330687,0,1.256452278,0.39127874,-0.833274126,0,Pasture
470.8509048,352.8390519,0.627226614,0.823047168,0.004315699,1.284685401,0.516676342,-0.653617918,0,Pasture
470.9009048,352.8390519,0.637963978,0.861102393,0.030950848,1.328740019,0.646646152,0.455164075,0,Pasture
469.1009048,352.7890519,0.521118809,0.528459251,0.021349108,0.84933282,-0.489428218,0.055457778,0,Arable
469.1509048,352.7890519,0.487266921,0.486579696,0,0.710440995,-0.63245924,-0.833274126,0,Arable
469.2009048,352.7890519,0.456391599,0.446374755,0,0.583761802,-0.769770964,-0.833274126,0,Arable
469.2509048,352.7890519,0.429135795,0.408339372,0.020403082,0.471933229,-0.899673007,0.016076105,0,Arable
469.3009048,352.7890519,0.391036544,0.373137593,0,0.315614783,-1.019897455,-0.833274126,0,Arable
469.3509048,352.7890519,0.349357745,0.341646432,0,0.14460971,-1.127449052,-0.833274126,0,Arable
469.4009048,352.7890519,0.310148494,0.314980802,0.000152976,-0.016262982,-1.218520039,-0.826905966,0,Arable
469.4509048,352.7890519,0.274469203,0.294454626,0.020293731,-0.16265251,-1.28862298,0.011524006,0,Arable
469.5009048,352.7890519,0.243874144,0.281414548,0,-0.288181803,-1.33315869,-0.833274126,0,Arable
469.5509048,352.7890519,0.220490029,0.276920148,0.033403572,-0.38412512,-1.348508388,0.557267368,0,Arable
469.6009048,352.7890519,0.206666695,0.281381218,0.048092533,-0.44084125,-1.333272522,1.168747067,0,Arable
469.6509048,352.7890519,0.194459343,0.294390915,0.021190718,-0.490927124,-1.288840572,0.04886419,0,Arable
469.7009048,352.7890519,0.16193226,0.31489146,0,-0.624383374,-1.218825168,-0.833274126,0,Arable
469.7509048,352.7890519,0.122578165,0.341536605,0,-0.785850353,-1.127824144,-0.833274126,0,Arable
469.8009048,352.7890519,0.093961461,0.373011895,0.009348376,-0.903262599,-1.020326753,-0.444115043,0,Arable
469.8509048,352.7890519,0.082606702,0.408201537,0.038311299,-0.949850346,-0.900143754,0.761568844,0,Arable
469.9009048,352.7890519,0.096313476,0.44622765,0.046758022,-0.893612452,-0.77027337,1.113193274,0,Pasture
469.9509048,352.7890519,0.106859242,0.486425469,0,-0.850343945,-0.632985972,-0.833274126,0,Arable
470.0009048,352.7890519,0.119013573,0.528299496,0,-0.800475614,-0.489973827,-0.833274126,0,Arable
470.0509048,352.7890519,0.148018794,0.57148139,0,-0.681469309,-0.342494934,-0.833274126,0,Arable
470.1009048,352.7890519,0.186158256,0.610853204,0.022779001,-0.524985881,-0.208028582,0.114982128,0,Arable
470.1509048,352.7890519,0.198150844,0.601857398,0.018576246,-0.475781165,-0.23875191,-0.059972428,0,Arable
470.2009048,352.7890519,0.202781652,0.596927985,0.02040411,-0.456781297,-0.255587312,0.016118882,0,Arable
470.2509048,352.7890519,0.219036618,0.596165841,0.023183903,-0.390088359,-0.258190258,0.131837592,0,Arable
470.3009048,352.7890519,0.244609243,0.599586858,0.003398339,-0.285165748,-0.246506475,-0.691806257,0,Arable
470.3509048,352.7890519,0.276930177,0.607120327,0.03806093,-0.152555312,-0.220777459,0.751146317,0,Arable
470.4009048,352.7890519,0.313921908,0.618616021,0.03498657,-0.000780939,-0.181516274,0.62316519,0,Arable
470.4509048,352.7890519,0.354123716,0.633858401,0,0.164164142,-0.129459055,-0.833274126,0,Arable
470.5009048,352.7890519,0.396560522,0.652584986,0.01350625,0.33827926,-0.065502249,-0.271028876,0,Arable
470.5509048,352.7890519,0.440586982,0.674505637,0.040559907,0.518916614,0.009363235,0.855174899,0,Arable
470.6009048,352.7890519,0.485771068,0.699320059,0.016966691,0.704303619,0.094111801,-0.12697579,0,Arable
470.6509048,352.7890519,0.5318178,0.726731887,0,0.893229998,0.187731273,-0.833274126,0,Arable
470.7009048,352.7890519,0.568703258,0.756458807,0,1.044568342,0.289257465,-0.833274126,0,Arable
470.7509048,352.7890519,0.56745767,0.788238934,0,1.039457783,0.397795966,-0.833274126,0,Arable
470.8009048,352.7890519,0.570607587,0.821834112,0,1.052381662,0.512533401,-0.833274126,0,Arable
470.8509048,352.7890519,0.578081161,0.857030921,0.001482507,1.083045194,0.632740875,-0.771559536,0,Arable
470.9009048,352.7890519,0.589714032,0.893640134,0.019054864,1.130774015,0.75777213,-0.040048286,0,Arable
469.1009048,352.7390519,0.486831047,0.556292363,0.020618955,0.708652635,-0.394369937,0.025062528,0,Arable
469.1509048,352.7390519,0.450409489,0.516673798,0,0.55921764,-0.529679011,-0.833274126,0,Arable
469.2009048,352.7390519,0.416812844,0.479001498,0,0.421373058,-0.658341021,-0.833274126,0,Arable
469.2509048,352.7390519,0.386777954,0.4437714,0.020401619,0.298142099,-0.778662186,0.016015232,0,Arable
469.3009048,352.7390519,0.361194442,0.411611075,0,0.193174817,-0.888499177,-0.833274126,0,Arable
469.3509048,352.7390519,0.341065484,0.38329401,0,0.11058717,-0.9852103,-0.833274126,0,Arable
469.4009048,352.7390519,0.327398692,0.359728952,0.009366483,0.054513321,-1.065691918,-0.443361223,0,Arable
469.4509048,352.7390519,0.311108355,0.341899897,0.011104158,-0.012324743,-1.126583394,-0.3710244,0,Arable
469.5009048,352.7390519,0.287015299,0.330735787,0,-0.111176793,-1.164712121,-0.833274126,0,Arable
469.5509048,352.7390519,0.267430433,0.326920146,0.065246627,-0.191532067,-1.17774366,1.882846832,0,Arable
469.6009048,352.7390519,0.239743478,0.330707428,0.02492884,-0.305129626,-1.164808976,0.204476729,0,Arable
469.6509048,352.7390519,0.190473843,0.341845029,0.022800455,-0.507279342,-1.126770786,0.115875185,0,Arable
469.7009048,352.7390519,0.14171674,0.359650726,0.001282112,-0.707326174,-1.065959082,-0.779901683,0,Arable
469.7509048,352.7390519,0.094270803,0.383196119,0,-0.901993393,-0.985544625,-0.833274126,0,Arable
469.8009048,352.7390519,0.051868429,0.411497129,0.042002775,-1.075967236,-0.888888337,0.915239513,0,Arable
469.8509048,352.7390519,0.032607115,0.443644574,0.001122311,-1.154995004,-0.779095337,-0.786553979,0,Pasture
469.9009048,352.7390519,0.049650042,0.478864416,0.032104693,-1.085069115,-0.658809195,0.503196895,0,Pasture
469.9509048,352.7390519,0.056884005,0.516528557,0.010175463,-1.055388695,-0.530175054,-0.409684598,0,Arable
470.0009048,352.7390519,0.077337719,0.556140604,0,-0.971468598,-0.394888239,-0.833274126,0,Arable
470.0509048,352.7390519,0.117159958,0.597313144,0.009449523,-0.808080861,-0.254271879,-0.439904422,0,Arable
470.1009048,352.7390519,0.146039385,0.639744959,0.013414436,-0.689590679,-0.109354724,-0.274850935,0,Arable
470.1509048,352.7390519,0.148186098,0.651404396,0.020501241,-0.680782871,-0.069534311,0.020162316,0,Arable
470.2009048,352.7390519,0.15432356,0.646852671,0,-0.655601313,-0.085079794,-0.833274126,0,Arable
470.2509048,352.7390519,0.175135384,0.646149417,0,-0.570211919,-0.087481615,-0.833274126,0,Arable
470.3009048,352.7390519,0.206225712,0.649307138,0.045709524,-0.442650573,-0.076697066,1.069545984,0,Arable
470.3509048,352.7390519,0.243691784,0.656270104,0.013938752,-0.288930012,-0.052916482,-0.253024429,0,Arable
470.4009048,352.7390519,0.285030397,0.666919141,0.024431949,-0.119320702,-0.016546884,0.183791935,0,Arable
470.4509048,352.7390519,0.328784076,0.681081369,0,0.06019745,0.0318213,-0.833274126,0,Arable
470.5009048,352.7390519,0.374106416,0.698543143,0.00129509,0.246151701,0.091458403,-0.779361427,0,Arable
470.5509048,352.7390519,0.420490489,0.719064123,0.021019753,0.43646217,0.161543599,0.041747235,0,Arable
470.6009048,352.7390519,0.467620458,0.742390668,0.005783921,0.629832993,0.241210624,-0.592498004,0,Arable
470.6509048,352.7390519,0.515291699,0.768267268,0.024454383,0.825424612,0.329586839,0.184725747,0,Arable
470.7009048,352.7390519,0.518833306,0.796445406,0,0.839955566,0.425823488,-0.833274126,0,Arable
470.7509048,352.7390519,0.51746769,0.82668977,0,0.834352545,0.529116904,-0.833274126,0,Arable
470.8009048,352.7390519,0.520919976,0.858782084,0,0.848517022,0.638721613,-0.833274126,0,Arable
470.8509048,352.7390519,0.529095863,0.892523029,0.016421026,0.88206209,0.753956887,-0.149691045,0,Arable
470.9009048,352.7390519,0.541781546,0.927732746,0.013005471,0.93411052,0.874208448,-0.291875541,0,Amenity
469.1009048,352.6890519,0.455460342,0.587071721,0.014203387,0.579940924,-0.289249355,-0.242008045,0,Arable
469.1509048,352.6890519,0.41630321,0.549676111,0,0.419282068,-0.416966386,-0.833274126,0,Arable
469.2009048,352.6890519,0.379700674,0.514426329,0,0.269104535,-0.537354781,-0.833274126,0,Arable
469.2509048,352.6890519,0.346463333,0.481793596,0.020409722,0.13273415,-0.648805182,0.01635251,0,Arable
469.3009048,352.6890519,0.317649304,0.452344659,0,0.014512292,-0.749381983,-0.833274126,0,Arable
469.3509048,352.6890519,0.294559535,0.426739161,0,-0.080223345,-0.836832306,-0.833274126,0,Arable
469.4009048,352.6890519,0.278620815,0.405705475,0.019863838,-0.145618748,-0.908668542,-0.006371811,1,Arable
469.4509048,352.6890519,0.264099465,0.389984042,0.000586132,-0.205198787,-0.962361868,-0.808874309,1,Arable
469.5009048,352.6890519,0.248231157,0.380234367,0.000262994,-0.270305297,-0.995659881,-0.822326064,1,Arable
469.5509048,352.6890519,0.237765329,0.376920144,0.078440808,-0.313245827,-1.006978929,2.43210125,1,Arable
469.6009048,352.6890519,0.222061034,0.3802097,0,-0.377679402,-0.995744126,-0.833274126,0,Arable
469.6509048,352.6890519,0.177376358,0.38993594,0.000182359,-0.561017368,-0.962526152,-0.825682819,0,Arable
469.7009048,352.6890519,0.13643182,0.405636115,0.026898218,-0.729009815,-0.908905424,0.286459029,0,Arable
469.7509048,352.6890519,0.088025917,0.426651238,0.002312313,-0.927615705,-0.837132586,-0.737015963,0,Arable
469.8009048,352.6890519,0.03931473,0.452240976,0.028256327,-1.12747415,-0.749736091,0.342995077,0,Arable
469.8509048,352.6890519,0.001,0.481676781,0.015835756,-1.284676689,-0.649204141,-0.174054965,0,Pasture
469.9009048,352.6890519,0.003876202,0.51429869,0.03265591,-1.272875843,-0.537790707,0.526143253,0,Pasture
469.9509048,352.6890519,0.007258266,0.549539592,0.050364342,-1.258999482,-0.417432639,1.263319135,0,Pasture
470.0009048,352.6890519,0.050780648,0.586927921,0,-1.080430322,-0.289740477,-0.833274126,0,Arable
470.0509048,352.6890519,0.085172977,0.626079073,0.02285338,-0.939321109,-0.156027754,0.118078373,0,Arable
470.1009048,352.6890519,0.101634885,0.666682553,0,-0.8717791,-0.017354903,-0.833274126,0,Arable
470.1509048,352.6890519,0.098257226,0.701015724,0.02123113,-0.885637391,0.099902998,0.050546493,0,Arable
470.2009048,352.6890519,0.107289906,0.696788158,0.000683694,-0.848576964,0.085464611,-0.804812968,0,Arable
470.2509048,352.6890519,0.135527729,0.696135351,0,-0.732719235,0.083235085,-0.833274126,0,Arable
470.3009048,352.6890519,0.173851681,0.69906732,0.038713571,-0.57547886,0.093248623,0.77831465,0,Arable
470.3509048,352.6890519,0.216981677,0.705539374,0,-0.398519631,0.115352596,-0.833274126,0,Arable
470.4009048,352.6890519,0.262559879,0.715455449,0.00525231,-0.211515598,0.149218913,-0.614628255,0,Arable
470.4509048,352.6890519,0.309506593,0.728674955,0.018299866,-0.018896654,0.194367423,-0.071477704,0,Arable
470.5009048,352.6890519,0.357282763,0.745022068,0.021880219,0.177125483,0.25019763,0.077567115,0,Arable
470.5509048,352.6890519,0.405595383,0.764296128,0.000437772,0.375348634,0.316024228,-0.815050364,0,Arable
470.6009048,352.6890519,0.454273327,0.786281923,0,0.575070688,0.391112197,-0.833274126,0,Arable
470.6509048,352.6890519,0.466411327,0.810758875,0.021222863,0.624872017,0.474708202,0.050202396,0,Arable
470.7009048,352.6890519,0.468991047,0.837508594,0,0.635456417,0.566066374,-0.833274126,0,Arable
470.7509048,352.6890519,0.467479853,0.866320573,0,0.6292561,0.664467776,-0.833274126,0,Arable
470.8009048,352.6890519,0.471298445,0.896996112,0,0.644923503,0.769233784,-0.833274126,0,Arable
470.8509048,352.6890519,0.480319722,0.929350696,0.020512994,0.681937144,0.879734224,0.02065162,0,Arable
470.9009048,352.6890519,0.494258886,0.963215141,0.006200803,0.739128517,0.995391283,-0.575143874,0,Amenity
469.1009048,352.6390519,0.42764913,0.620358944,0.034983821,0.46583355,-0.175563679,0.623050809,0,Arable
469.1509048,352.6390519,0.385678646,0.585094728,0.020400329,0.293631716,-0.296001372,0.015961433,0,Arable
469.2009048,352.6390519,0.34585005,0.552110914,0.020407189,0.130217894,-0.408650817,0.016247058,0,Arable
469.2509048,352.6390519,0.308992712,0.521840093,0.036591277,-0.021005072,-0.512034593,0.689966798,0,Arable
469.3009048,352.6390519,0.276298272,0.49478046,0.020412102,-0.155147971,-0.604451215,0.016451599,0,Arable
469.3509048,352.6390519,0.249409251,0.471485232,0.020403756,-0.265471663,-0.684011282,0.016104152,0,Arable
469.4009048,352.6390519,0.230367562,0.452536126,0.034800235,-0.343598322,-0.748728065,0.615408421,0,Arable
469.4509048,352.6390519,0.21842309,0.43849694,0.040844634,-0.392605618,-0.796676023,0.8670277,1,Arable
469.5009048,352.6390519,0.200399022,0.429849029,0.057468966,-0.466557056,-0.82621119,1.559074044,1,Arable
469.5509048,352.6390519,0.188241179,0.426920143,0.040298346,-0.516439799,-0.836214198,0.84428668,1,Arable
469.6009048,352.6390519,0.182411984,0.429827209,0,-0.540356559,-0.826285711,-0.833274126,0,Arable
469.6509048,352.6390519,0.158341142,0.43845416,0,-0.639117469,-0.79682213,-0.833274126,0,Arable
469.7009048,352.6390519,0.110558521,0.452473946,6.59E-07,-0.835166074,-0.74894043,-0.833246708,0,Arable
469.7509048,352.6390519,0.06613967,0.471405656,0.02695596,-1.017413377,-0.684283059,0.288862765,1,Arable
469.8009048,352.6390519,0.039060535,0.494685671,0.037709922,-1.128517093,-0.604774945,0.736534297,1,Arable
469.8509048,352.6390519,0.009649071,0.521732244,0.104268327,-1.24919018,-0.512402928,3.507262468,1,Pasture
469.9009048,352.6390519,0.019127074,0.551991989,0.04530485,-1.210302627,-0.409056982,1.052699924,1,Pasture
469.9509048,352.6390519,0.001295699,0.584966475,0.093052424,-1.283463456,-0.296439394,3.040361166,1,Pasture
470.0009048,352.6390519,0.022660644,0.620222861,0.058683906,-1.195804648,-0.176028443,1.609650373,1,Arable
470.0509048,352.6390519,0.035448328,0.657394112,0.063355125,-1.143337713,-0.049077666,1.804106236,0,Arable
470.1009048,352.6390519,0.061579622,0.69617357,0.03903497,-1.036122922,0.083365613,0.791694105,1,Arable
470.1509048,352.6390519,0.0484752,0.736307178,0.062154803,-1.089889408,0.220433713,1.754138708,0,Arable
470.2009048,352.6390519,0.064857432,0.746732278,0.03625904,-1.022674305,0.256038503,0.676136255,0,Pasture
470.2509048,352.6390519,0.105181405,0.746123171,0.037117492,-0.857227987,0.253958222,0.711872339,0,Pasture
470.3009048,352.6390519,0.151392766,0.748859451,0.053620551,-0.667626148,0.263303424,1.39887023,0,Arable
470.3509048,352.6390519,0.199440244,0.754904741,0.005428014,-0.470490851,0.283949872,-0.607313871,0,Arable
470.4009048,352.6390519,0.248221227,0.764180514,0,-0.270346037,0.315629372,-0.833274126,0,Arable
470.4509048,352.6390519,0.297194668,0.77657102,0.023467552,-0.069411587,0.357946601,0.143645436,0,Arable
470.5009048,352.6390519,0.346449108,0.791930073,0.0223078,0.132675788,0.410402292,0.095366672,0,Arable
470.5509048,352.6390519,0.395890514,0.810088841,0,0.335530266,0.472419839,-0.833274126,0,Arable
470.6009048,352.6390519,0.41729118,0.83086378,0.015768258,0.423335638,0.543372379,-0.176864758,0,Arable
470.6509048,352.6390519,0.416453105,0.854063998,0.005443954,0.419897076,0.622607959,-0.606650352,0,Arable
470.7009048,352.6390519,0.419186361,0.879497586,0,0.431111426,0.709471158,-0.833274126,0,Arable
470.7509048,352.6390519,0.41749493,0.906976678,0,0.424171607,0.803320356,-0.833274126,0,Arable
470.8009048,352.6390519,0.421766318,0.936321197,0,0.441696804,0.90354054,-0.833274126,0,Arable
470.8509048,352.6390519,0.43182362,0.967361399,0.02526103,0.482961176,1.009551975,0.218305275,0,Arable
470.9009048,352.6390519,0.447276704,0.999939381,0.006446709,0.546364051,1.120815388,-0.564907134,0,Amenity
469.1009048,352.5890519,0.402667161,0.655772241,0.024385976,0.363334356,-0.054616831,0.18187812,0,Arable
469.1509048,352.5890519,0.359426867,0.622517352,0,0.185922585,-0.16819208,-0.833274126,0,Arable
469.2009048,352.5890519,0.316309835,0.591623592,0,0.009016551,-0.273703376,-0.833274126,0,Arable
469.2509048,352.5890519,0.275528857,0.563479455,0,-0.158304825,-0.3698239,-0.833274126,0,Arable
469.3009048,352.5890519,0.238286362,0.538516218,0,-0.311108064,-0.455080712,-0.833274126,0,Arable
469.3509048,352.5890519,0.206505762,0.517194681,0,-0.441501548,-0.527900045,-0.833274126,0,Arable
469.4009048,352.5890519,0.183054279,0.499980958,0,-0.537721272,-0.58668998,-0.833274126,0,Arable
469.4509048,352.5890519,0.171385846,0.487310558,0.009286378,-0.585596,-0.629963132,-0.446695924,1,Arable
469.5009048,352.5890519,0.152995565,0.479543742,0.072707303,-0.66104998,-0.656489096,2.193423748,1,Arable
469.5509048,352.5890519,0.139058014,0.476920142,7.54E-05,-0.718234735,-0.665449465,-0.830137074,0,Arable
469.6009048,352.5890519,0.134282901,0.479524184,0,-0.737826674,-0.656555895,-0.833274126,1,Arable
469.6509048,352.5890519,0.124375459,0.487272063,0,-0.778476187,-0.630094602,-0.833274126,1,Arable
469.7009048,352.5890519,0.103284121,0.499924679,0.016141968,-0.865012407,-0.58688219,-0.161307842,1,Arable
469.7509048,352.5890519,0.053304637,0.517122138,0.067314111,-1.070074581,-0.528147799,1.968912959,1,Arable
469.8009048,352.5890519,0.003893458,0.538429129,0.092692979,-1.272805041,-0.455378146,3.025398016,1,Amenity
469.8509048,352.5890519,0.008414119,0.563379577,0.105836138,-1.2542571,-0.370165012,3.572528362,1,Pasture
469.9009048,352.5890519,0.015852778,0.591512611,0.058759313,-1.223736825,-0.274082409,1.612789512,1,Pasture
469.9509048,352.5890519,0.010450866,0.62239681,0.02894358,-1.245900474,-0.168603765,0.371604413,1,Pasture
470.0009048,352.5890519,0.018740924,0.655643509,0.029683873,-1.211886974,-0.055056491,0.402421743,1,Pasture
470.0509048,352.5890519,0.003499088,0.690911739,0.039894577,-1.274423113,0.065394911,0.82747829,1,Pasture
470.1009048,352.5890519,0.016084613,0.727907723,0.050908063,-1.222785624,0.191747097,1.285953522,1,Pasture
470.1509048,352.5890519,0.001,0.766381285,0.066197932,-1.284676689,0.323145652,1.922448158,1,Pasture
470.2009048,352.5890519,0.042343775,0.796683409,0.050740875,-1.115046196,0.426636337,1.278993726,0,Pasture
470.2509048,352.5890519,0.092170003,0.79611252,0.037465293,-0.91061282,0.424686584,0.726350784,0,Pasture
470.3009048,352.5890519,0.142118344,0.798677554,0.000504295,-0.705678424,0.433446931,-0.812281072,0,Arable
470.3509048,352.5890519,0.192093565,0.804348511,0.015683532,-0.500633738,0.452814918,-0.180391788,0,Arable
470.4009048,352.5890519,0.24207902,0.813060402,0.021109203,-0.295547065,0.482568595,0.045470878,0,Arable
470.4509048,352.5890519,0.292069455,0.824716865,0.047161371,-0.090439962,0.522378853,1.12998426,0,Arable
470.5009048,352.5890519,0.342062685,0.839195209,0.004815159,0.114678613,0.571826664,-0.632826149,0,Arable
470.5509048,352.5890519,0.375132419,0.856352316,0,0.250361318,0.630423242,-0.833274126,0,Arable
470.6009048,352.5890519,0.367458285,0.87603081,0.021280145,0.218874907,0.697631098,0.052586958,0,Arable
470.6509048,352.5890519,0.366506276,0.898064959,0,0.214968885,0.772884211,-0.833274126,0,Arable
470.7009048,352.5890519,0.369434444,0.922285944,0.030412745,0.226982943,0.855606012,0.432763577,0,Arable
470.7509048,352.5890519,0.367514108,0.948526253,0.054625928,0.219103944,0.945224402,1.440722704,0,Arable
470.8009048,352.5890519,0.372359276,0.976623133,0.058801603,0.238983315,1.041183527,1.614549875,0,Arable
470.8509048,352.5890519,0.38371375,1.006421102,0.053336907,0.285569891,1.142952374,1.387062669,0,Arable
470.9009048,352.5890519,0.401025003,1.037773639,0.011440949,0.356596698,1.250030528,-0.357004315,0,Arable
469.1009048,352.5390519,0.367422033,0.692985747,0.021720529,0.218726167,0.072478259,0.070919454,0,Arable
469.1509048,352.5390519,0.332031934,0.661604011,0,0.073523173,-0.034699621,-0.833274126,0,Arable
469.2009048,352.5390519,0.29238941,0.632621915,0,-0.089127208,-0.133682018,-0.833274126,0,Arable
469.2509048,352.5390519,0.247701042,0.606383632,0,-0.272480319,-0.22329349,-0.833274126,0,Arable
469.3009048,352.5390519,0.20547517,0.583259573,0,-0.44572999,-0.302268964,-0.833274126,0,Arable
469.3509048,352.5390519,0.167583665,0.563633171,0,-0.60119607,-0.369298915,-0.833274126,0,Arable
469.4009048,352.5390519,0.137653638,0.547880436,0.007703025,-0.723996787,-0.423099147,-0.512608528,0,Arable
469.4509048,352.5390519,0.121707696,0.536342794,0.077397056,-0.789421823,-0.462503593,2.388651133,0,Arable
469.5009048,352.5390519,0.106619707,0.529295961,0.038481895,-0.851326742,-0.486570607,0.768670499,1,Arable
469.5509048,352.5390519,0.090222376,0.526920141,0,-0.918603793,-0.494684731,-0.833274126,1,Arable
469.6009048,352.5390519,0.08435451,0.529278241,0,-0.942679219,-0.486631126,-0.833274126,1,Arable
469.6509048,352.5390519,0.074413043,0.536307819,0.018920163,-0.983468333,-0.462623043,-0.045655623,1,Arable
469.7009048,352.5390519,0.087546431,0.547829077,0.076802745,-0.929583,-0.423274551,2.363910675,1,Arable
469.7509048,352.5390519,0.074524561,0.563566606,0.012418895,-0.983010783,-0.369526254,-0.316293836,1,Amenity
469.8009048,352.5390519,0.052226895,0.583179166,0.013361816,-1.074496477,-0.302543579,-0.277041435,1,Amenity
469.8509048,352.5390519,0.008039287,0.606290822,0.098487571,-1.255795009,-0.223610462,3.266618252,1,Pasture
469.9009048,352.5390519,0.001924645,0.632518128,0.027284725,-1.280882936,-0.134036483,0.302548707,1,Pasture
469.9509048,352.5390519,0.004675112,0.661490592,0,-1.269597974,-0.03508698,-0.833274126,1,Pasture
470.0009048,352.5390519,0.017401271,0.692863929,0,-1.21738347,0.072062213,-0.833274126,1,Pasture
470.0509048,352.5390519,0.050977624,0.726327092,0.01737068,-1.079622143,0.186348779,-0.110158287,1,Pasture
470.1009048,352.5390519,0.028512874,0.761604665,0.036355194,-1.171793376,0.306832088,0.680139005,1,Pasture
470.1509048,352.5390519,0.039258241,0.79845619,0,-1.127705919,0.432690905,-0.833274126,0,Pasture
470.2009048,352.5390519,0.061423864,0.836673717,0.000726478,-1.036761985,0.563215023,-0.803031921,0,Pasture
470.2509048,352.5390519,0.10234845,0.846103128,0.038037296,-0.868851395,0.595419244,0.750162423,0,Pasture
470.3009048,352.5390519,0.148921185,0.848517056,0,-0.677766862,0.603663519,-0.833274126,0,Arable
470.3509048,352.5390519,0.197179699,0.853857064,0,-0.479765703,0.621901219,-0.833274126,0,Arable
470.4009048,352.5390519,0.24613441,0.862068777,0.021956405,-0.278908096,0.64994664,0.080738634,0,Arable
470.4509048,352.5390519,0.295439439,0.87307117,0.027941367,-0.076613162,0.687523053,0.329883784,0,Arable
470.5009048,352.5390519,0.342515306,0.886760372,0.007109024,0.116535683,0.734275715,-0.537335932,0,Arable
470.5509048,352.5390519,0.326524109,0.903014202,0,0.050924972,0.789787333,-0.833274126,0,Arable
470.6009048,352.5390519,0.317677908,0.921696989,0.02086767,0.014629654,0.853594557,0.035416223,0,Arable
470.6509048,352.5390519,0.316576235,0.942664325,0.019708848,0.010109571,0.925204191,-0.012823867,0,Arable
470.7009048,352.5390519,0.319759928,0.965767426,0.020912224,0.02317203,1.004108089,0.037270967,0,Arable
470.7509048,352.5390519,0.317539325,0.990856908,0.001642262,0.014061056,1.089796064,-0.764909208,0,Arable
470.8009048,352.5390519,0.323134699,1.017785882,0.019006327,0.037018468,1.181766449,-0.042068779,0,Arable
470.8509048,352.5390519,0.336155983,1.046412344,0.005546964,0.090443845,1.279534252,-0.602362216,0,Pasture
470.9009048,352.5390519,0.35578878,1.076600894,0.019023675,0.170995778,1.382637047,-0.04134658,0,Pasture
469.1009048,352.4890519,0.335942045,0.731724852,0.031919435,0.089566076,0.20478372,0.495484859,0,Arable
469.1509048,352.4890519,0.296822022,0.702076834,0.001928266,-0.070940527,0.103526998,-0.75300324,0,Arable
469.2009048,352.4890519,0.261437501,0.674835166,0,-0.21612063,0.010488674,-0.833274126,0,Arable
469.2509048,352.4890519,0.227586163,0.650302331,0,-0.355010202,-0.073298186,-0.833274126,0,Arable
469.3009048,352.4890519,0.180719951,0.62879547,2.71E-06,-0.547298848,-0.146750456,-0.833161175,0,Arable
469.3509048,352.4890519,0.136102681,0.610634395,0.024038808,-0.730360248,-0.208775881,0.16742599,0,Arable
469.4009048,352.4890519,0.096892616,0.596124974,0.03134964,-0.891236283,-0.258329828,0.471765161,0,Arable
469.4509048,352.4890519,0.07247357,0.585538732,0.090641543,-0.991425848,-0.294484967,2.939999819,0,Arable
469.5009048,352.4890519,0.061726774,0.579090863,0.0308975,-1.035519168,-0.31650634,0.452943206,1,Arable
469.5509048,352.4890519,0.042335124,0.57692014,0.043863501,-1.115081692,-0.323919997,0.992698848,1,Arable
469.6009048,352.4890519,0.034633353,0.579074666,0.063898839,-1.146681498,-0.316561655,1.826740146,1,Arable
469.6509048,352.4890519,0.024603803,0.585506695,0.087196954,-1.187832008,-0.294594381,2.796606302,1,Arable
469.7009048,352.4890519,0.041524948,0.596077773,0.006663118,-1.118405785,-0.258491036,-0.555898368,1,Amenity
469.7509048,352.4890519,0.08028051,0.610572954,0,-0.959394542,-0.208985719,-0.833274126,1,Amenity
469.8009048,352.4890519,0.065627359,0.628720887,0,-1.019515353,-0.147005181,-0.833274126,1,Amenity
469.8509048,352.4890519,0.016926056,0.65021579,0.091589928,-1.219333241,-0.073593749,2.979479551,1,Amenity
469.9009048,352.4890519,0.003276283,0.674737871,0.038008936,-1.275337267,0.010156385,0.748981833,1,Pasture
469.9509048,352.4890519,0.019704452,0.701969954,0,-1.207933688,0.103161973,-0.833274126,1,Pasture
470.0009048,352.4890519,0.059984998,0.731609484,0.002693063,-1.042665547,0.204389704,-0.721165895,1,Pasture
470.0509048,352.4890519,0.087440861,0.763376092,0.026185995,-0.930016147,0.312882033,0.256810248,1,Pasture
470.1009048,352.4890519,0.076792506,0.797015482,0.035305962,-0.973705568,0.427770465,0.63646096,1,Pasture
